nama_barang,tipe,rata_rata_per_hari,frekuensi_total,tanggal_terakhir_digunakan,id_barang
Kruk Walker,alat,1.0,1,2025-03-17,A191444
Kursi,alat,1.33,3,2025-01-31,A137816
Kursi Roda,alat,1.0,1,2025-10-29,A690547
Kursi Roda ( 3 pics ) tempat tidur,alat,2.0,1,2025-04-29,A013346
Kursi Roda (2 pcs) Kruk (2 pasang),alat,1.0,1,2025-05-02,A648030
Kursi Roda 1 pcs,alat,1.0,1,2025-04-30,A313724
Kursi meja pemeriksaan Timbangan BB alat ukur TB,alat,1.0,1,2025-05-08,A862942
Kursi roda,alat,1.0,9,2025-10-23,A014271
Kursi roda (1 pcs),alat,1.5,2,2025-03-20,A097897
Kursi roda / brankar (bila skenario mobilisasi),alat,1.0,1,2025-01-08,A297066
Kursi roda Walker / tongkat Bed side rail Meja makan Jam/stopwatch Tensimeter Stetoskop,alat,1.0,1,2025-01-30,A523414
Kursi roda Walker / tongkat Meja makan Jam / stopwatch Tensimeter Stetoskop,alat,1.5,2,2025-01-23,A920394
Kursi roda Walker Tongkat,alat,1.0,1,2025-01-22,A620880
Kursi roda kruk tripod walker,alat,1.0,1,2025-10-17,A610550
LIHA,alat,1.0,1,2025-11-11,A111438
LMA (1),alat,1.0,1,2025-04-17,A058422
LSB,alat,1.0,1,2025-12-02,A228138
LSB 1,bahan,1.0,1,2025-12-02,B547622
Label / stiker vaksin (untuk dokumentasi),alat,1.0,1,2025-08-26,A649579
Label / stiker vaksin (untuk dokumentasi),bahan,1.0,1,2025-08-26,B649579
Label pasien dan label infus,bahan,1.0,5,2025-11-08,B864785
Label tanggal jam pemasangan,alat,1.0,1,2025-07-02,A951901
Label/tanda tanggal pemasangan infus,alat,1.0,1,2025-04-02,A686339
Laenec / dopler,alat,2.0,1,2025-04-02,A134836
Laenec / dopler,bahan,1.0,1,2025-04-02,B134836
Laenec / doppler,bahan,1.0,9,2025-11-03,B623856
Laenec / doppler (4pcs),alat,1.33,6,2025-12-08,A358821
Laenec /(4pcs),alat,1.0,1,2025-08-15,A637654
Laken besar,alat,1.0,1,2025-06-05,A527792
Laken kecil,alat,1.0,1,2025-06-05,A546865
Laktulosa / microlax (sesuai program terapi),bahan,1.0,1,2025-02-25,B251885
Lampu fototerapi Pompa infus,alat,1.0,4,2025-10-27,A403579
Lampu periksa / penlight,alat,1.0,1,2025-05-08,A767229
Lampu periksa Jam/stopwatch Meja instrumen,alat,2.12,16,2025-11-19,A646906
Lampu senter atau penlight Bak instrumen,alat,1.0,6,2025-12-11,A876061
Lampu senter atau penlight Sarung tangan steril dan sarung tangan biasa Korentang,alat,1.67,3,2025-12-12,A109409
Lampu senter kecil / lampu kepala untuk inspeksi genital,alat,1.0,1,2025-10-29,A216799
Lampu sorot,alat,1.25,4,2025-09-30,A453309
Lampu sorot 60 watt,alat,1.25,8,2025-12-18,A105205
Lampu sorot 60 watt,bahan,1.0,2,2025-12-02,B105205
Laporan kerja,alat,1.0,1,2025-04-17,A798924
Larutan NaCl 0,bahan,2.19,16,2025-11-19,B561304
Larutan antiseptik,alat,1.0,1,2025-11-18,A776542
Larutan antiseptik,bahan,1.0,5,2025-11-18,B776542
Larutan antiseptik (NaCl,alat,1.5,2,2025-04-24,A244925
Larutan antiseptik (NaCl,bahan,1.5,2,2025-04-24,B244925
Larutan irigasi (peryhifrol 13,alat,1.0,1,2025-05-02,A217092
Larutan klorin 0,bahan,1.0,2,2025-01-30,B458972
Leenec / dopler,alat,1.0,1,2025-12-02,A857023
Leenec / dopler,bahan,1.0,1,2025-12-02,B857023
Leenec/doppler,alat,1.17,6,2025-12-18,A924011
Lembar KPSP / DDST (Denver II) Meja kursi pemeriksaan,alat,1.0,5,2025-10-31,A163107
Lembar KPSP sesuai usia anak Alat tulis,alat,1.0,1,2025-08-13,A622372
Lembar observasi aktivitas Format dokumentasi keperawatan Masker,bahan,1.0,1,2025-01-22,B913844
Lembar observasi perawatan gips,bahan,1.0,1,2025-01-21,B162474
Lembar observasi reaksi alergi Epinefrin emergency kit (stand,bahan,1.0,2,2025-11-26,B018703
Lembar observasi/dokumentasi keperawatan,bahan,1.0,5,2025-01-30,B722523
Lembar partograf,alat,1.17,6,2025-12-18,A961154
Lembar partograf (pratograf) Pulpen / pensil,alat,1.5,2,2025-10-27,A173108
Lembar patograf,alat,2.0,1,2025-04-02,A053065
Lembar patograf,bahan,1.0,1,2025-04-02,B053065
Lembar pengkajian ANC Handscoon non-steril Masker medis,bahan,1.0,4,2025-03-02,B095500
Lembar portograf,alat,1.0,2,2025-12-02,A973817
Lembar portograf,bahan,1.0,1,2025-12-02,B973817
Lembar/skala pengkajian nyeri,alat,1.5,2,2025-01-15,A963493
Length board (pengukur panjang badan bayi),alat,1.5,2,2025-10-13,A748295
Lidi kapas,alat,1.0,4,2025-12-02,A585845
Lidi kapas,bahan,1.0,1,2025-12-02,B585845
Lidi kapas / cutton swab steril,alat,1.0,1,2025-07-25,A645869
Lidi kapas / cutton swab steril,bahan,1.0,1,2025-07-28,B645869
Lidi kapas / cutton swab steril (1 pcs),bahan,1.0,1,2025-07-29,B051636
Lidi kapas 2 buah,bahan,1.0,1,2025-11-02,B696215
Light pen,alat,1.0,1,2025-12-05,A776849
Light pen,bahan,1.0,1,2025-12-05,B776849
Lila,alat,1.0,6,2025-10-10,A180830
Linen bersih (alas,bahan,1.0,2,2025-10-15,B471301
Linen bersih (alas periksa,bahan,1.0,1,2025-05-08,B934719
Linen bersih (handuk,bahan,1.0,2,2025-02-10,B429703
Linen bersih (sprei,bahan,1.0,3,2025-08-18,B893975
Linen bersih Perlak / underpad,bahan,1.25,4,2025-10-22,B587552
Linen bersih Perlak / underpad Masker medis Plester,bahan,1.0,1,2025-06-09,B131164
Linen steril/bersih (alas inkubator) Popok bayi,bahan,1.0,4,2025-10-27,B816963
Linex,alat,1.14,7,2025-12-18,A405131
Linex,bahan,1.0,1,2025-12-02,B405131
Linex 2,alat,1.0,1,2025-11-02,A130768
Long spinal board,alat,1.0,1,2025-04-17,A030701
Long spine board,alat,1.0,4,2025-12-08,A507320
Lotion,bahan,1.33,3,2025-01-22,B048813
Magill atau Kelly forcep dan laryngoscope (1),alat,1.0,1,2025-04-17,A719861
Mainan sesuai usia anak,bahan,1.0,6,2025-10-31,B812686
Mainan simulasi bencana Tas emergency,alat,1.0,1,2025-02-26,A973329
Makanan dengan porsi dan menu sesuai program,alat,1.0,1,2025-03-17,A956560
Makanan pasien,alat,1.0,2,2025-10-14,A222616
Manajemen HPP,bahan,1.0,1,2025-06-05,B185199
Manajemen HPP Alat,alat,1.0,1,2025-06-05,A356646
Manekin ibu hamil (untuk praktikum),alat,1.0,1,2025-03-02,A193535
Manekin ibu hamil (untuk praktikum) Wadah alat (tray bengkok/nierbekken),alat,1.0,3,2025-01-22,A539225
Manekin ibu hamil (untuk simulasi RJP),alat,1.0,1,2025-06-05,A093180
Manekin ibu hamil (untuk simulasi RJP),bahan,1.0,1,2025-06-05,B093180
Mangkuk cuci tangan (1pcs),bahan,1.0,1,2025-11-02,B648810
Manometer cvp Cvp set Threeway,bahan,1.0,1,2025-08-27,B886478
Manset anak (1),alat,1.0,1,2025-08-22,A647788
Masker,alat,1.7,10,2025-12-05,A942462
Masker,bahan,1.57,23,2025-12-09,B942462
Masker (1 kotak),alat,1.33,3,2025-12-03,A631636
Masker (1pcs),alat,1.0,1,2025-08-14,A507228
Masker (4 pcs),bahan,1.0,1,2025-07-30,B693508
Masker Handscoon bersih,bahan,1.0,4,2025-01-24,B924608
Masker Nebul,alat,1.0,1,2025-09-15,A889867
Masker Oksigen,alat,1.0,1,2025-04-30,A816480
Masker Oksigen,bahan,1.0,1,2025-04-30,B816480
Masker Sarung Tangan,bahan,1.0,1,2025-08-13,B545531
Masker atau corong mulut Masker,alat,1.0,1,2025-09-15,A344331
Masker bedah,alat,1.0,5,2025-11-08,A020555
Masker dan apron untuk proteksi,alat,1.0,1,2025-10-29,A293217
Masker dan google,alat,1.0,1,2025-05-08,A560432
Masker dan google,bahan,2.0,1,2025-08-25,B560432
Masker handscoon bersih,bahan,1.5,2,2025-02-19,B872983
Masker medis,bahan,1.67,3,2025-10-13,B617271
Masker medis Kasa steril Alkohol 70 Klem tali pusat Gunting steril,bahan,1.0,1,2025-08-21,B450567
Masker medis Kasa steril Alkohol swab NaCl 0,bahan,1.0,5,2025-10-27,B274353
Masker oksigen (simple,alat,1.0,1,2025-08-20,A936057
Masker/google,alat,1.0,1,2025-10-09,A734067
Materi Edukasi,alat,1.6,10,2025-12-08,A084604
Materi Edukasi,bahan,1.0,2,2025-09-17,B084604
Materi Edukasi Timbangan BB,bahan,1.0,1,2025-03-18,B005482
Materi Edukasi Timbangan BB Pengukur TB Bengkok 1 buah,alat,1.0,5,2025-07-08,A554021
Materi Edukasi Timbangan BB Pengukur TB Bengkok 1 buah,bahan,1.0,3,2025-07-08,B554021
Media komunikasi anak (boneka/mainan kecil untuk pendekatan),alat,1.0,1,2025-05-08,A319002
Meja Kursi,alat,1.0,1,2025-01-30,A604425
Meja Pemeriksaan,alat,1.0,2,2025-10-10,A525971
Meja instrumen,alat,1.0,3,2025-01-22,A599400
Meja instrumen Baskom Timbangan bayi,alat,1.0,1,2025-08-20,A253588
Meja instrumen Termometer,alat,1.0,1,2025-01-21,A110563
Meja kursi,alat,1.0,1,2025-08-13,A038797
Meja makan pasien Jam / stopwatch Tensimeter Stetoskop,alat,1.0,1,2025-01-22,A552273
Meja periksa / bed,alat,2.0,1,2025-05-11,A356195
Meja periksa / bed Lampu sorot / penlight,alat,1.0,1,2025-06-11,A186329
Meja periksa / permukaan datar aman Sprei / underpad / perlak,alat,1.0,1,2025-08-09,A174483
Meja periksa / tempat tidur bayi,bahan,1.0,1,2025-05-08,B353750
Meja periksa / tempat tidur bayi Selimut bayi,alat,1.5,2,2025-07-31,A015042
Meja periksa / tempat tidur pemeriksaan,alat,1.0,1,2025-05-08,A575949
Meja periksa Nierbekken,alat,1.0,1,2025-12-11,A849687
Meja resusitasi / radiant warmer Handuk / kain kering hangat Topi bayi,alat,1.0,1,2025-08-21,A578404
Meja resusitasi / radiant warmer Lampu sorot / sumber panas Penghisap lendir (suction bulb / mucus extractor),alat,1.0,1,2025-08-20,A508661
Meja untuk klien Kursi roda,alat,1.0,1,2025-03-17,A256181
Meja/ tempat tidur Tempat pakaian kotor Tempat sampah,alat,2.0,1,2025-08-10,A358154
Memasang diapers,alat,1.0,1,2025-07-29,A081135
Memasang diapers,bahan,1.0,2,2025-07-28,B081135
Memberi makan lewat NGT OGT,alat,1.0,2,2025-11-08,A919729
Memberi makan melalui NGT Persiapan,alat,1.0,1,2025-10-14,A765792
Mengenali Irama Pernafasan Abdomen,alat,1.0,1,2025-07-25,A096444
Merawat kateter supra pubrik,alat,1.0,1,2025-07-29,A705769
Merawat kateter supra pubrik,bahan,1.0,2,2025-07-28,B705769
Merawat ostomi,alat,1.0,1,2025-07-29,A877042
Mesin Suction,alat,1.0,2,2025-09-10,A827097
Mesin suction,alat,1.0,1,2025-05-08,A000118
Mesin suction (1),alat,1.0,1,2025-04-17,A243954
Mesin suction elektrik atau manual (2 pcs),alat,1.0,1,2025-07-30,A835610
Mesin suction kateter bayi,alat,1.0,1,2025-08-20,A858211
Metcovazim hijau NaCl 0,bahan,1.0,1,2025-10-27,B672267
Meteran,alat,1.0,6,2025-07-30,A337044
Meteran (1),alat,1.0,1,2025-11-21,A804861
Meteran (2 pcs),alat,1.0,2,2025-12-03,A575844
Meteran LILA,alat,1.35,17,2025-11-20,A435586
Meteran LILA,bahan,1.0,9,2025-11-03,B435586
Meteran LILA ( 4 pcs),alat,1.33,6,2025-12-08,A149043
Meteran LILA (1 pcs),alat,1.0,1,2025-11-20,A998533
Meteran LILA (Lingkar Lengan Atas) Meteran pita (tinggi fundus uteri) Termometer,alat,1.0,4,2025-03-02,A489380
Meteran LILA Penlight Reflek hammer,alat,1.0,1,2025-06-08,A793206
Meteran Lila (1 Pcs) Meteran Lika (1 Pcs),alat,1.0,1,2025-02-19,A939387
Meteran pita,alat,1.0,3,2025-10-28,A764745
Meteran pita ( 4 pcs ),alat,1.0,1,2025-06-02,A214996
Meteran pita (TFU LILA) Meja periksa / bed periksa Lampu periksa / penlight,alat,1.0,1,2025-08-20,A138838
Meteran pita (TFU LILA) Meja periksa / bed periksa Lampu periksa / penlight USG (bila tersedia),alat,1.0,1,2025-06-09,A313296
Meteran pita (lingkar kepala,bahan,1.0,1,2025-05-08,B589745
Meteran pita (pengukuran TFU/LILA) Palpasi Leopold (bed periksa),alat,1.0,1,2025-05-08,A970418
Meteran/metline 2 sisi (2),alat,1.0,1,2025-06-08,A191071
Meteran/metline 2 sisi (2),bahan,1.0,1,2025-06-08,B191071
Methergin,alat,1.0,4,2025-12-02,A260254
Methergin,bahan,1.14,7,2025-12-18,B260254
Metkovazin,bahan,1.0,4,2025-07-30,B563225
Microtoa,alat,1.0,1,2025-02-20,A653927
Microtoa( pengukur TB),alat,1.0,1,2025-01-17,A841219
Microtoice,alat,1.0,3,2025-05-02,A393515
Microtoice 1pcs,bahan,1.0,4,2025-05-02,B326108
Microtoise,alat,1.0,1,2025-01-17,A742178
Microtoise / stadiometer (tinggi badan anak),alat,1.5,2,2025-10-13,A313392
Mikrotoa,alat,1.0,6,2025-07-30,A978029
Mikrotoa TB (1 Pcs),alat,1.0,1,2025-02-17,A731736
Minyak kayu putih Sabun,bahan,1.0,1,2025-07-02,B496251
Minyak telon / baby oil Kasa steril,bahan,1.0,1,2025-10-13,B449849
Mitela,alat,1.0,1,2025-12-02,A565849
Mitela (5 pcs),alat,1.0,1,2025-04-17,A456360
Mitela 4,bahan,1.0,1,2025-12-02,B714565
Mitela 4 (pcs ),alat,1.5,2,2025-03-21,A570142
Mitela papan bidai habdscoon kasa plaster,alat,1.0,1,2025-06-16,A545521
Mitella,bahan,1.0,1,2025-04-17,B481583
Model makanan (3 pasang),alat,1.0,1,2025-02-13,A306672
Model/alat peraga KB (IUD,alat,1.25,4,2025-10-22,A137657
Modern dressing,alat,1.0,2,2025-12-03,A397565
Modern dressing (sesuai kebutuhan),bahan,1.0,1,2025-03-04,B005871
Monitor EKG,alat,1.0,1,2025-04-30,A942748
Monitor EKG,bahan,1.0,1,2025-04-30,B942748
Monitor tanda vital neonatal Pulse oximeter neonatal,alat,1.0,1,2025-10-24,A380945
NACL,bahan,1.36,11,2025-10-27,B211193
NACL 09,bahan,1.0,1,2025-10-30,B384643
NACL 09 1 kolf,bahan,1.0,1,2025-08-09,B522400
NACL),bahan,1.0,1,2025-05-08,B285935
NGT,bahan,1.0,4,2025-07-30,B989570
NGT NO 5-12 (4 pcs),alat,1.0,5,2025-09-18,A587871
NGT No14 atau 16 (untuk anak lebih kecil),alat,1.0,1,2025-12-05,A269484
NGT No14 atau 16 (untuk anak lebih kecil),bahan,1.0,1,2025-12-05,B269484
NPA (1),alat,1.0,1,2025-04-17,A111025
NRM (2 pcs),bahan,1.0,1,2025-04-03,B407589
NRM RM,bahan,1.0,1,2025-07-25,B724092
NaCL,alat,1.0,1,2025-07-29,A514093
NaCL 0,bahan,1.0,1,2025-11-02,B826137
NaCl,alat,1.0,2,2025-12-11,A569657
NaCl,bahan,1.17,6,2025-11-21,B569657
NaCl (1 pcs),bahan,1.0,1,2025-04-03,B776515
NaCl 0,alat,1.44,9,2025-12-02,A206495
NaCl 0,bahan,1.62,26,2025-12-18,B206495
NaCl 1 klof,bahan,1.0,1,2025-12-08,B529652
NaCl 2 pcs kom 1pcs,alat,1.0,1,2025-04-06,A608119
NaCl 2 pcs kom 1pcs,bahan,1.0,1,2025-04-06,B608119
NacL,bahan,2.0,1,2025-04-23,B459015
Nacl,alat,1.0,2,2025-05-16,A736645
Nacl,bahan,1.12,8,2025-09-15,B736645
Nacl (1 pcs),bahan,1.0,2,2025-04-17,B127185
Nacl (2 pcs),alat,1.0,1,2025-12-09,A716512
Nacl (4pcs),bahan,1.0,5,2025-09-18,B005264
Nacl 0,bahan,1.0,7,2025-09-10,B751922
Nacl 1,alat,1.0,2,2025-08-10,A820077
Nacl 1 pcs,bahan,1.0,1,2025-03-10,B142623
Nacl 1pcs,bahan,1.25,4,2025-12-18,B409234
Nacl 500ml,bahan,1.0,2,2025-11-14,B789598
Nacl Hipafix,bahan,1.0,1,2025-04-29,B576090
Nacl Obat cair masker,bahan,1.0,1,2025-09-15,B073744
Nacl RL,bahan,1.0,2,2025-08-04,B688732
Nacl/aquades,alat,1.0,1,2025-07-28,A985616
Nampan (3 pcs),alat,1.0,1,2025-02-13,A504008
Nasal Kanul,alat,1.0,1,2025-05-20,A863458
Nasal kanul,alat,1.14,7,2025-09-30,A862694
Nasal kanul (1),alat,1.0,1,2025-04-17,A497485
Nasal kanul (1pcs),alat,1.0,1,2025-08-13,A906898
Nasal kanul (2 pcs),bahan,1.0,1,2025-04-03,B153618
Nascl 0,alat,1.0,1,2025-12-09,A426897
Nasogastric tube (NGT) ukuran sesuai pasien,bahan,1.0,1,2025-05-12,B964237
Nebul set,bahan,1.0,1,2025-12-08,B764025
Nebulizer,alat,1.0,5,2025-12-08,A646641
Nebulizer (1pcs),alat,1.0,1,2025-08-13,A129251
Nebulizer (kompresor,alat,1.0,1,2025-09-15,A239463
Nebulizer kom,alat,1.0,1,2025-10-27,A333841
Nebulizer lengkap,alat,2.86,7,2025-12-09,A913201
Nebulizer lengkap,bahan,2.17,6,2025-10-09,B913201
Nebulizer lengkap (1 pcs),alat,1.0,1,2025-08-28,A425733
Nebulizer lengkap (1 pcs),bahan,1.0,1,2025-08-28,B425733
Nebulizer set,alat,1.0,1,2025-08-20,A733847
Neck,alat,1.0,1,2025-08-09,A848127
Neck collar,alat,1.0,1,2025-04-17,A290578
Needle hecting,alat,1.6,5,2025-12-02,A227322
Needle hecting,bahan,1.0,4,2025-12-02,B227322
Needle holder Medis,alat,1.6,5,2025-12-02,A790952
Needle holder Medis,bahan,1.0,4,2025-12-02,B790952
Needle holder Medis Needle hecting Underpad Handscoon steril Handsanitazier,bahan,1.67,3,2025-10-04,B253916
Neil heacting,alat,1.0,2,2025-02-28,A154678
Neil heacting,bahan,1.0,2,2025-02-28,B154678
Ngt no 5 1,alat,1.25,4,2025-12-18,A549658
Ngt selang ngt,alat,1.0,1,2025-12-18,A120676
Nierbeken,alat,1.0,3,2025-07-25,A965424
Nierbeken 1 pcs,alat,1.0,1,2025-07-29,A957396
Nierbeken(2pcs),alat,1.0,1,2025-05-08,A372216
Nierbekken (bengkok) Tray set perawatan luka,alat,2.12,16,2025-11-19,A811715
Nierbekken / nampan alat Perlak / underpad,alat,1.0,1,2025-10-30,A664898
Nirbeken,alat,1.0,4,2025-07-30,A321058
Npa,alat,1.0,1,2025-04-17,A610386
Nrm,alat,1.0,2,2025-07-28,A105693
Numeric Rating Scale (NRS),alat,1.5,2,2025-01-15,A710488
OGT,bahan,1.0,4,2025-07-30,B685425
OGT no 5 (5 pcs),bahan,1.0,1,2025-11-19,B746974
OPA,alat,1.0,5,2025-08-09,A500201
OPV,bahan,1.0,1,2025-08-13,B556766
Obat,bahan,1.0,2,2025-10-09,B542213
Obat (Ventolin,alat,2.5,4,2025-10-09,A432777
Obat (Ventolin,bahan,2.4,5,2025-10-09,B432777
Obat (ventolin/bisolvon/combiven,bahan,1.0,1,2025-01-09,B919449
Obat Nebul spuit handsoon masker,bahan,1.0,1,2025-09-15,B230875
Obat Ventolin / Bisolvon / Combiven,bahan,2.33,3,2025-12-09,B634617
Obat anestesi,bahan,1.0,1,2025-07-08,B225963
Obat anestesi 1pcs),bahan,1.0,1,2025-05-08,B860836
Obat anti nyeri (jika tersedia dan diperbolehkan),alat,1.0,1,2025-04-24,A635391
Obat anti nyeri (jika tersedia dan diperbolehkan),bahan,1.0,1,2025-04-24,B635391
Obat antiinflamasi (jika diperlukan oleh medis),alat,1.0,1,2025-07-05,A042322
Obat antiinflamasi (jika diperlukan oleh medis),bahan,1.0,1,2025-07-05,B042322
Obat antikejang antipiretik (sesuai program medis) Perlak / underpad,bahan,1.5,2,2025-10-17,B189849
Obat jika ada,alat,1.0,1,2025-03-17,A909761
Obat luka,alat,1.38,8,2025-12-02,A269445
Obat luka,bahan,1.36,14,2025-12-02,B269445
Obat luka sesuai kebutuhan spuit 20 dan 60cc,alat,1.0,1,2025-05-02,A236023
Obat nebu combifen,bahan,1.0,1,2025-10-09,B627337
Obat obatan,alat,1.0,2,2025-11-21,A186127
Obat p3k 1,alat,1.0,3,2025-08-04,A919459
Obat supositoria (5pcs),alat,1.0,1,2025-05-05,A477201
Obat tetes mata bayi,bahan,1.0,1,2025-11-02,B785945
Obat tetes mata bayi (antibiotik profilaksis),bahan,1.14,7,2025-12-18,B934732
Obat topikal ( misal Betadine,bahan,1.0,1,2025-11-02,B747446
Obat topikal (5pcs),alat,1.0,1,2025-05-05,A939661
Obat topikal sesuai kebutuhan,bahan,2.0,1,2025-02-17,B694970
Obat topikal sesuai kebutuhan (contoh betadine cair,bahan,2.4,5,2025-12-18,B520593
Obat topikal sesuai kebutuhan (contoh bethadine cair,alat,1.33,3,2025-12-02,A555106
Obat topikal sesuai kebutuhan (contoh bethadine cair,bahan,1.0,1,2025-12-02,B555106
Obat vaginal (5pcs),alat,1.0,1,2025-05-05,A015176
Obat(Ventolin/bisolvon/Combiv en,bahan,1.0,1,2025-08-27,B156485
Obat(Ventolin/bisolvon/Combiven,alat,1.0,2,2025-08-28,A804518
Obat(Ventolin/bisolvon/Combiven,bahan,1.0,1,2025-08-28,B804518
Obat-obat premedikasi,alat,1.0,1,2025-04-12,A142239
Obat-obat premedikasi,bahan,1.0,1,2025-04-12,B142239
Obat-obatan spuit handscoon,bahan,1.0,1,2025-02-24,B630549
Obat-obatan spuit handscoon gelang pasien,bahan,1.0,1,2025-02-25,B090475
Obat/agen uji alergi (misal antibiotik yang akan diberikan),alat,1.0,2,2025-11-26,A023063
Occluder mata / kasa Pinhole,alat,1.0,1,2025-07-02,A368870
Okrigen lengkap,alat,1.0,2,2025-10-09,A347370
Okrigen lengkap,bahan,1.0,1,2025-10-09,B347370
Oksi Meter,alat,1.0,1,2025-04-30,A299829
Oksi Meter,bahan,1.0,1,2025-04-30,B299829
Oksigen,alat,1.0,3,2025-07-28,A424007
Oksigen (1 pcs),alat,1.0,1,2025-04-03,A848931
Oksigen (1pcs),alat,1.0,1,2025-08-13,A565292
Oksigen Nasal Kanul dan simple mask dan NRM,alat,1.0,2,2025-07-28,A528786
Oksigen lengkap bicanule,alat,2.0,3,2025-12-09,A651332
Oksigen set,alat,1.33,3,2025-12-09,A851584
Oksigen set (tabung,alat,1.0,3,2025-08-20,A329067
Oksigen set / oksigen lengkap,alat,2.5,4,2025-10-09,A817744
Oksigen set / oksigen lengkap,bahan,2.4,5,2025-10-09,B817744
Oksigen set / oksigen lengkap Nebulizer lengkap,alat,2.0,1,2025-08-25,A827252
Oksimetri,alat,1.0,6,2025-08-14,A944857
Oksimetri (2 pcs),alat,1.0,1,2025-04-03,A837415
Oksitosin,alat,1.5,4,2025-12-02,A653052
Oksitosin,bahan,1.11,9,2025-12-18,B653052
Oksitosin (4 set),alat,2.0,1,2025-12-09,A823753
Oksitosin 10 IU (AMTSL) Cairan infus (RL/NaCl 0,bahan,1.0,2,2025-05-02,B091950
Opa,alat,1.0,3,2025-07-28,A875992
Opa npa,alat,1.0,1,2024-07-17,A468961
Oropharyngeal airway (OPA/Guedel) Nasopharyngeal airway (NPA) Laringoskop blade,alat,1.0,1,2025-08-20,A919000
Otoskop,alat,1.33,3,2025-01-31,A539719
Otoskop (1),alat,1.0,1,2025-08-22,A075026
Otoskop Bengkok Kom steril Spuit,alat,1.0,1,2025-02-13,A146786
PAP,alat,1.0,1,2025-08-09,A482245
PAWP,alat,1.0,1,2025-08-09,A635992
PCV,bahan,1.0,1,2025-08-13,B151629
PELARUT 4 pcs VAKSIN CAMPAK 1 pcs,alat,1.0,2,2025-09-19,A507864
PNC,alat,1.0,1,2025-02-26,A008018
PNC,bahan,1.0,1,2025-02-26,B008018
Pakaian,alat,1.0,2,2025-10-10,A269306
Pakaian Ganti,alat,1.0,1,2025-10-13,A220188
Pakaian bayi,bahan,1.0,4,2025-10-13,B052573
Pakaian bersih 2,bahan,1.0,2,2025-08-10,B244642
Pakaian ganti bayi Handscoon bersih Pengalas,bahan,2.0,1,2025-08-10,B440145
Pakaian ganti ibu Washlap (2 pcs) Bantal phantom bayi,bahan,1.0,1,2025-05-03,B419595
Pakaian tidur pasien Minyak aromaterapi Kapas/tisu,bahan,1.0,1,2025-04-15,B465342
Palpation hammer (reflex hammer),alat,1.33,3,2025-01-31,A831471
Panjang pita ukur Plester / fiksasi NGT Gunting,alat,1.2,5,2025-12-12,A478600
Panthom rjp dewasa,alat,1.0,1,2025-11-08,A665989
Panthon tangan infus,alat,2.33,3,2025-12-09,A020247
Panthon tangan infus,bahan,2.0,1,2025-10-09,B020247
Pantom,alat,1.0,1,2025-07-05,A368913
Pantom Bayi,alat,1.0,1,2025-12-12,A443185
Pantom Ibu Hamil (2) Lecbec/Doppler (4),alat,1.0,1,2025-06-08,A291684
Pantom Ibu Hamil (2) Lecbec/Doppler (4),bahan,1.0,1,2025-06-08,B291684
Pantom Luka,alat,1.33,3,2025-12-03,A801538
Pantom RJP,alat,1.0,1,2025-08-09,A370979
Pantom RJP BVM,alat,1.0,1,2025-05-14,A827638
Pantom anak dan bayi,alat,1.0,1,2025-11-18,A694974
Pantom anatomi ( semuanya),alat,1.0,1,2025-11-18,A027247
Pantom bayi,alat,1.17,6,2025-11-17,A782623
Pantom gigi,alat,1.0,1,2025-01-27,A724447
Pantom kaki,alat,1.0,1,2025-03-06,A009192
Pantom kaki ut heacting,alat,1.0,2,2025-02-28,A133902
Pantom kaki ut heacting,bahan,1.0,2,2025-02-28,B133902
Pantom kaki ut heacting Pantom luka tangan Pantom panggul,alat,1.0,1,2025-02-14,A001455
Pantom luka bakar,alat,1.0,4,2025-07-30,A690259
Pantom luka tangan,alat,1.0,1,2025-02-27,A535748
Pantom luka tangan,bahan,1.0,1,2025-02-27,B535748
Pantom panggul,alat,1.0,1,2025-02-27,A479729
Pantom panggul,bahan,1.0,1,2025-02-27,B479729
Pantom panggul ut amputasi,alat,1.6,5,2025-12-02,A846902
Pantom panggul ut amputasi,bahan,1.0,4,2025-12-02,B846902
Pantom payudara,alat,1.0,1,2025-07-30,A262110
Pantom redressing,alat,1.6,5,2025-12-02,A011386
Pantom redressing,bahan,1.0,4,2025-12-02,B011386
Pantom rjp,alat,1.0,1,2025-02-05,A492972
Pantom rjp (1),alat,1.0,1,2025-05-23,A053559
Pantom rjp 1,alat,1.0,1,2025-05-06,A650828
Pantom rjp dan ambu bag,alat,1.0,1,2025-12-24,A659177
Pantom stetoskop,alat,3.0,1,2025-12-12,A963619
Pantom tangan,alat,1.0,5,2025-10-09,A361963
Pantom tangan luka,alat,1.0,1,2025-02-26,A950435
Pantom ut hecting,alat,1.6,5,2025-12-02,A072933
Pantom ut hecting,bahan,1.0,4,2025-12-02,B072933
Panton Rjp Ambu bag Henskun,alat,1.0,1,2025-09-05,A906098
Panton rjp Hendskon Ambubag,alat,1.0,1,2025-05-20,A346295
Papan datar (untuk melakukan kompresi dada,bahan,1.0,1,2025-06-05,B016642
Papan datar (untuk melakukan kompresi dada),alat,1.0,1,2025-06-05,A634372
Papan tangan untuk klien anak jika perlu,alat,1.44,9,2025-08-05,A101971
Partograf,alat,1.0,2,2025-08-27,A869335
Pelarut (BCG,bahan,1.0,3,2025-08-14,B186567
Pelumas,bahan,1.15,13,2025-12-18,B803989
