nama_barang,tipe,rata_rata_per_hari
kateter penghisap lendir steril(2 pcs) pinset (2pcs),alat,1.0
kateter suction,alat,1.0
kateter urine,alat,1.0
ked,alat,1.0
kemicetine,alat,1.33
kemicetine,bahan,2.0
keperawatan,alat,1.0
keranjang kain kotor,alat,1.0
kertas ekg,bahan,1.0
kertas lapang pandang 1 pcs,alat,1.0
kertas ph(jika ada),alat,1.0
kertas tissue (1 pcs),bahan,1.0
klem,alat,1.0
klem),bahan,1.0
klem) Kasa steril,alat,1.0
kocher) bila diperlukan Needle holder (jika perlu pemasangan jahitan tambahan),alat,1.0
kode triase,bahan,2.0
kolestrol,bahan,1.0
kom,alat,1.1
kom 1pcs,alat,1.0
kom 2 buah,alat,1.0
kom berisi air,alat,1.0
kom bertutup steril berisi cairan hangat (40-600C),alat,1.0
kom dengan air dtt,alat,1.0
kom kecil,alat,1.0
kom kecil 1 bh,alat,1.0
kom kecil 2,alat,1.0
kom kecil 2 bh,alat,1.0
kom kecil 2 buah,alat,1.0
kom kecil utk air dtt (1 pcs),alat,2.33
kom steril,alat,1.0
kom stetoskop,alat,1.0
komp steril 1 pcs,alat,1.0
kondom),alat,1.25
korentang,alat,1.5
korentang 1,alat,1.0
korentang set,alat,1.0
kruk,alat,1.0
kruk walker tripod kursi roda,bahan,1.0
kruki,alat,1.0
kue) kubus,alat,1.0
kursi,alat,1.71
kursi roda,alat,1.0
kursi roda tongkat kruks walker,alat,1.67
kursii,alat,1.0
kursisi,alat,1.0
l Alat oksigen,alat,1.0
l Sarung tangan,alat,1.0
l Sarung tangan,bahan,1.0
l) Sisir,alat,1.0
label indikasi,bahan,1.0
laken,alat,1.0
laken besar kecil,alat,1.0
lancet,bahan,1.0
larutan bicarbinas natriens 3,alat,1.0
lembar balik,alat,1.0
lenex,alat,1.0
lengan/LILA),bahan,1.0
lengkap,alat,1.0
leopold,alat,1.0
lidi kapas steril hypafix perlak/pengalas,bahan,1.0
lila,alat,1.0
lila (1 pcs),alat,1.0
lotion,alat,1.33
lotion,bahan,1.0
lotion 1bh,bahan,1.0
m) Baju bersih,alat,1.0
makanan (kacang,alat,1.0
maker handscoon bersih,bahan,1.0
mangkok cuci tangan,alat,1.0
masker,alat,1.06
masker,bahan,1.0
masker (1 pcs),bahan,1.0
masker (APD),alat,1.26
masker (APD),bahan,1.08
masker Kapas lidi,bahan,1.0
masker NRM masker RM nasal kanul aquadest,bahan,1.0
masker dan apron 4pcs,bahan,1.0
masker handscoon,bahan,1.0
masker handscoon bersih ventolin,bahan,1.0
masker nrm (2pcs),bahan,1.0
masker rm (2pcs),bahan,1.0
masker sungkup biasa Selang suction,bahan,1.0
meja,alat,1.0
meja kursi,alat,1.0
meja tempat tidur kursi,alat,1.0
mejaja,alat,1.0
meliputi,alat,1.0
mengembangkan balon kateter,bahan,1.0
mengembangkan balon kateter Air steril / NaCl 0,bahan,1.0
mesin nebulizer,alat,1.0
mesin pengisian injeksi asing dan mesin inspeksi,alat,1.0
mesin suction,alat,1.0
mesin suction (1),alat,1.0
metcovazim red dan reguler,alat,1.6
metcovazim red dan reguler,bahan,1.5
metcovazim red dan yg biru,alat,1.0
metcovazim red dan yg biru,bahan,1.12
metcovazim red dan yg biru (1),bahan,1.0
metcovazim red dan yg biru Bengkok,alat,1.0
meteran,alat,1.0
meteran 1 bh,alat,1.0
meteran 2,alat,1.0
meteran LILA,alat,1.0
metlin,alat,1.0
microtoise,alat,1.0
microtoise (ukur tb),alat,1.0
mikrotoa,alat,1.0
minyak rambut (1 pcs),alat,1.5
minyak telon,alat,2.0
modern dressing sesuai indikasi) Apron/gaun pelindung,bahan,2.2
n) Waslap,alat,1.0
nacl,alat,1.0
nacl,bahan,1.0
nacl 0,bahan,1.0
nacl 09 1 kolf,bahan,1.0
nacl 2 ch,bahan,1.0
nacl perlak,alat,1.0
nald folder,alat,1.0
nampan,alat,1.0
nasal Kanul kasa humidifier,bahan,1.0
nasal kanul,alat,1.0
nasal kanul (2 pcs),alat,1.0
nasal kanul aquades steril,bahan,1.0
nasal kanul obat nebulizer aquadest steril nacl,bahan,1.0
nasal kanul/masker simulasi),alat,1.0
nebulizer,alat,1.0
nebulizer (1 pcs),alat,1.0
nebulizer lengkap,alat,1.0
neck collar head imobilizier scop strecher spinal rock roll,alat,1.0
nierbeken,alat,1.0
nirbeken,alat,1.0
non-rebreathing),alat,1.0
obat,bahan,1.0
obat anti kejang (diazepam 5 dan 10 mg),alat,1.2
obat bronkodilator spuit 5 cc aquades handscoon streil,bahan,1.0
obat ducolac suppositorial 1 butir Jelly,bahan,1.0
obat imunisasi 1 bh,bahan,1.0
obat inhaler handscoon masker oksigen,bahan,1.0
obat injeksi ampul,alat,1.0
obat injeksi vial berisi serbuk,alat,1.0
obat kumur,bahan,1.0
obat mata dan telinga spuit 50cc,alat,1.0
obat nebu,alat,1.0
obat perawatan luka 1 bh,bahan,1.0
obat pil dan ampul,bahan,1.0
obat salep,alat,1.0
obat supos dan handcoon,alat,1.0
obat supositoria,bahan,1.0
obat supositoria dan vaginal,alat,1.0
obat tetes,alat,1.0
obat tetes mata,bahan,1.0
obat ventolin,bahan,1.0
oksigen,alat,1.0
oksigen (1 pcs),alat,1.0
oksigen (1pcs),alat,1.0
oksimetri (2pcs),alat,1.0
otoskop meteran penlight,alat,1.0
oximeter 1 pcs,alat,1.0
p3k,alat,1.0
pakaian,alat,1.0
pakaian bayi,bahan,1.0
pakaian bersih (2 pcs),alat,1.5
pakaian bersih kom,alat,1.0
pakaian daster,alat,1.0
pakaian ibu,alat,1.67
pakaian ibu,bahan,1.0
panjang badan,alat,1.0
panthom anak,alat,1.0
panthom bayi 2,alat,1.0
panthom bayi yang ada tali pusar,alat,1.0
panthom payudara,alat,1.0
panthom pinggul,alat,1.0
pantom Neil heacting dg benang,alat,1.0
pantom Neil heacting dg benang (1) pantom post amputasi (1),alat,1.0
pantom Neil heacting dg benang 1 pcs,alat,1.0
pantom Neil heacting dg benang pantom post amputasi Handscoon (1 kotak),alat,1.0
pantom PNC (1pcs),alat,1.0
pantom bayi,alat,1.0
pantom bayi 1 bh,alat,1.0
pantom dada,bahan,1.0
pantom dada (1),alat,1.0
pantom dada (2),alat,1.0
pantom dada untuk rjp (2),alat,1.0
pantom ibu hamil,alat,2.0
pantom kaki (1pcs),alat,1.0
pantom kulit,alat,1.0
pantom kulit(1pcs),alat,1.0
pantom luka bakar,alat,1.0
pantom penis,alat,1.0
pantom penis 1,alat,1.0
pantom perawatan luka,alat,1.0
pantom perawatan luka (1),alat,1.0
pantom perawatan luka 1 pcs,alat,1.0
pantom perut stoma,alat,1.0
pantom post amputasi,alat,1.0
pantom rjp ambu bag,alat,1.0
pantom sistem pencernaan,alat,1.0
pantom tangan 1,alat,1.0
pantom vagina 2,alat,1.0
pantom vulva higiene (1pcs),alat,1.0
papan resusitasi,alat,1.0
pasien sadar) Air steril / NaCl 0,bahan,1.0
pasta,bahan,1.0
pelembab (2 pcs),alat,1.5
pemasangan kateter,alat,1.0
pemasangan kateter,bahan,1.0
pembalut,alat,1.0
pembalut materniti,alat,1.0
pembalut nifas),bahan,1.0
pen light,alat,1.0
pen light,bahan,1.0
penampung urine 4,alat,1.0
pencatatan,bahan,1.0
pengalas,alat,1.2
pengalas,bahan,1.0
pengalas dan handuk kecil (1 pcs) sputum pot (1 pcs),alat,1.0
pengkuran bayi 1,alat,1.0
pengukur LILA,alat,1.0
pengukur TB,alat,1.0
pengukur panjang bayi,alat,1.0
pengukur tensi bayi 1 meteran bayi 1,alat,1.0
penlight,alat,1.29
penlight,bahan,1.0
penlight Handscoon korentang tissu,alat,1.0
peralatan mandi pasien berpakaian,alat,1.0
peralatan mandi pasien berpakaian berhias toileting(1) peralatan makan minum (1),bahan,1.0
perawatan gips,alat,1.0
perban elastis,alat,1.0
perban elastis (2 pcs),alat,1.0
perban elastis dan handscoon,alat,1.0
perban elastis dan handscoon,bahan,1.0
perban elastis mitela,alat,1.0
perban elastis(2pcs),alat,1.0
perban gulung odol,bahan,1.0
perlak,alat,1.4
perlak,bahan,1.0
perlak (1pcs),alat,1.0
perlak (2pcs),alat,1.0
perlak 1,alat,1.0
perlak 1 buah,alat,1.0
perlak 1 pcs,alat,1.0
perlak Sarung tangan steril,alat,1.0
perlak dan alas,alat,1.0
perlak dan pengalas,alat,1.0
perlak kecil,alat,1.0
perlak pengalas,bahan,1.0
perlak pengalas 1 bh,alat,1.0
perlak pengalas 2 bh,alat,1.0
perlak pengalas/ underpad),alat,1.29
perlak pengalas/ underpad),bahan,1.0
perlak pengalas/ underpad) Timbangan berat badan dan pengukur TB,alat,1.0
perlak pengalas/underpad),alat,1.56
perlak pengalas/underpad),bahan,1.0
perlak pengalas/underpad)(4pcs),alat,1.33
perlak/pengalas (1pcs),bahan,1.0
perlengkapan bayi sabun bayi sampoo bayi,bahan,1.0
phantom,alat,1.33
phantom BHD BVM,alat,1.0
phantom RJP,alat,4.0
phantom RJP (2),alat,1.0
phantom bayi,alat,1.25
phantom bayi lengkap,alat,1.0
phantom bokong,alat,1.0
phantom hamil,alat,1.0
phantom ibu hamil (1),alat,1.0
phantom ibu hamil/ibu postpartum,alat,1.0
phantom kaki,alat,1.0
phantom kaki kepala tangan dada,alat,1.0
phantom luka,alat,1.0
phantom luka phantom patah,alat,1.0
phantom mamae,alat,1.0
phantom mammae,alat,1.0
phantom patah,alat,1.0
phantom payudara,alat,1.0
phantom penis,alat,1.0
phantom reproduksi,alat,1.0
phantom rjp (2),alat,3.0
phantom sisitem perkemihan,alat,1.0
phantom sistem kardiovaskuler,alat,1.0
phantom sistem perkemihan,alat,1.0
phantom sistem persyarafan,alat,1.0
phantom tangan,alat,1.0
pinset,alat,1.0
pinset (2pcs) handscoon streil (3 pcs) kom (2 pcs),bahan,1.0
pinset anatomi (1 pcs),alat,2.33
pinset anatomi (2 pcs),alat,1.0
pinset anatomi (2pcs),alat,1.0
pinset anatomi 1pcs,alat,1.0
pinset anatomis,alat,1.0
pinset anatomis (2 pcs),alat,1.0
pinset anatomis (2pcs),alat,1.0
pinset anatomis 1 buah,alat,1.0
pinset anatomis chirurgis,alat,1.0
pinset anatomis chirurgis,bahan,1.0
pinset anatomis dan gerugis,alat,1.0
pinset anatomis dan gerugis,bahan,1.0
pinset cirurgis,alat,1.0
pinset sirugis,alat,1.0
pinset sirugis (3pcs) pinset anatomis (2pcs) bengkok (2pcs) korentang steril,alat,1.0
pinset sirugis 1 buah,alat,1.0
pinset sirugis 1 pcs,alat,1.0
pinset steril,alat,1.0
pinset steril,bahan,1.0
pinset surigis,alat,1.0
pinset/arteri klem,alat,1.0
piring,alat,1.0
piringsendok (1 pcs),alat,1.5
pispot,alat,1.0
pispot (1 pcs),alat,1.5
pispot (2 pcs),alat,1.0
pispot (2 pcs),bahan,1.0
pispot 1,alat,1.0
pispot dan botol cebok,alat,1.0
pispot handscoon,alat,1.0
pita pengukur,alat,1.0
pita ukur,alat,1.0
pita ukur lila,alat,1.0
pita ukur lila,bahan,1.0
pitra ukur metlin (1pcs),alat,1.0
plaster,alat,1.0
plaster,bahan,1.0
plaster masker alcohol swab cotton swab 2,bahan,1.0
plester,alat,1.0
plester,bahan,1.4
plester dan gunting,alat,1.0
plester handscoon,bahan,1.0
plester hipafix dan perban,bahan,1.0
poli kateter,alat,1.0
polly cateter dan urine bag,alat,1.0
polymer,alat,1.0
polymer,bahan,1.0
popok,alat,2.0
pot sputum (2 pcs) hadscoon (1 kotak) set nebula(2 pcs) obat bronkodilator(1) bengkok(2 pcs) spuit 5 cc (2 pcs) aquades(1 pcs),alat,1.0
pot sputum (2 pcs) hadscoon (1 kotak) set nebula(2 pcs) obat bronkodilator(1) bengkok(2 pcs) spuit 5 cc (2 pcs) aquades(1 pcs),bahan,1.0
pot sputum Nebu,alat,1.0
pot sputum berisi disinfektan,alat,1.0
povidone iodine,alat,1.5
povidone iodine,bahan,1.5
punggung,alat,1.5
punggung,bahan,1.5
reflek hammer,alat,1.0
reflek harmar,alat,1.0
reflek harmer,alat,1.0
refleks hammer (2 pcs),alat,1.0
reflex Hummer,alat,1.0
reflex Hummer,bahan,1.0
rolli emergenci ambubag,alat,1.0
sabuk restrain (pengikat badan),alat,1.0
sabun,alat,1.2
sabun,bahan,1.0
sabun 1bh,bahan,1.0
sabun baki ember gelas,bahan,1.0
sabun baki ember gelas pantom,alat,1.0
sabun cuci luka/sabun bayi (1 botol),bahan,1.33
sabun mandi,bahan,1.0
sabun sampo baby oil odol sikat gigi handuk kom 2,alat,1.0
safety box 1 bh,alat,1.0
salap luka bakar,bahan,1.0
sampo,alat,1.0
sampo (1 pcs),alat,1.5
sampo 1bh,bahan,1.0
sampo),alat,1.0
sarung bantal,alat,1.0
sarung bantal,bahan,1.0
sarung bantal selimut,alat,1.0
sarung tangan,alat,1.0
sarung tangan,bahan,1.0
sarung tangan 3 buah (3 kanan,alat,1.0
sarung tangan bersih,alat,1.0
sarung tangan bersih (1 pcs) tissue (1 pcs),bahan,1.0
sarung tangan bersih (5pcs),bahan,1.0
sarung tangan dan sarung kaki,alat,2.0
sarung tangan steril non steri,bahan,1.0
sarung tangan steril non steril,bahan,1.0
sarung tgn(5pcs),alat,1.0
scoop strecher,alat,1.0
selamg nasal kanol,alat,1.0
selang,alat,1.0
selang aliran infus,alat,1.0
selang nebulizer,alat,1.0
selang ngt,alat,1.0
selang ogt (2pcs),bahan,1.0
selang oksigen (1),alat,1.0
selang suction (2pcs),bahan,1.0
selimut,alat,1.1
selimut,bahan,1.0
selimut bersih 1 bh,alat,1.0
selimut ibu bayi),bahan,1.0
selimut mandi,alat,1.0
selimut mandi (1 pcs),alat,1.5
selimut),bahan,1.0
selimut) Perlak / underpad,bahan,1.0
sendok,alat,1.0
sendok dan garpu (1pcs) piring/mangkuk (1pcs),bahan,1.0
senter,alat,2.0
sepatu boot,alat,1.36
sepatu boot,bahan,1.0
seperti hyrocolloid,alat,1.0
seperti hyrocolloid,bahan,1.0
serbet,alat,1.0
serbet/tisu (1pcs) pispot (1pcs),alat,1.0
sesuai instruksi),bahan,1.0
sesuai ukuran selang penyambung,alat,1.0
sesuai usia),alat,1.0
set DDST,bahan,1.0
set Nebulizer,alat,1.0
set ambil darah,alat,1.0
set baju pasien,alat,1.0
set bengkok pinset steril,alat,1.0
set hecting 2 bh,alat,1.0
set incobator,alat,1.0
set infus,alat,1.0
set nebula bengkok,alat,1.0
set pemeriksaan fisik ibu hamil,alat,1.0
set perawatan luka,alat,1.0
set perawatan luka steril (kom kecil 2,alat,1.0
set ttv,alat,1.0
set untuk vulva hygiene,alat,1.0
set vulva hygine,alat,1.0
setengah koher,alat,1.0
setengah koher 1,alat,1.5
setiap 1 ampul vaksin dengan 4 ml pelarut) beserta pelarutnya,bahan,1.0
sikat gigi,alat,1.0
simple mask 2 handscoon bersih kasa,bahan,1.0
simple mask giving blood giving set handscoon masker,bahan,1.0
sirugis 1,alat,1.0
sisir,alat,1.33
sisir,bahan,1.0
sisir 1 bh,alat,1.0
sisir dan cermin (1 pcs),alat,1.5
skort plastik),alat,1.44
skort plastik),bahan,1.5
skort plastik) (2 pcs),bahan,1.0
sop perawatan payudara anc Baki berisi,alat,1.5
sop teknik laktasi,alat,1.0
spagnamometer,alat,1.0
spalk,alat,1.33
spalk perban kain mitella plaster,alat,1.0
spalk perban kain mitella plaster,bahan,1.0
spatel lidah,bahan,1.0
sped 10cc,alat,1.0
sped 1cc,alat,1.0
spegmanometer,alat,1.0
spegmanometer,bahan,1.0
spekulum hidung,alat,1.0
spekulum hidung (1bh),alat,1.25
spekulum hidung (1bh),bahan,1.0
spet,bahan,1.0
spet 3 cc,alat,1.0
spidol) untuk,bahan,1.0
spidol) untuk pencatatan,alat,1.0
spigmonamometer (2 pcs),alat,1.0
spinal board bidai tarik vakum splints torniquet,alat,1.0
spinal long bord (1 pcs),alat,1.0
sprei,bahan,1.0
sprei bersih 1 bh,alat,1.0
spuit,alat,1.0
spuit 1,alat,1.0
spuit 1 cc,bahan,1.5
spuit 10,alat,1.0
spuit 10,bahan,1.0
spuit 1cc (2pcs),bahan,1.0
spuit 2,alat,1.0
spuit 20 mL,alat,1.0
spuit 3 cc,bahan,1.0
spuit 3 cc (5 pcs),bahan,1.0
spuit 3 cc 4 pcs,alat,1.25
spuit 3cc,alat,1.0
spuit 3cc (2pcs),bahan,1.0
spuit 3cc (4pcs) Kasa sterill( 4 pcs),bahan,2.0
spuit 5 cc (5pcs),bahan,1.0
spuit 5 cc obat ampul obat flacon salep masker,bahan,1.5
spuit 50cc,alat,2.0
spuit 50cc Selang NGT Selang kateter kassa steril urin bag,bahan,1.0
spuit atau irigator lengkap,alat,1.0
sputi 3 cc,bahan,1.5
sputum pot,alat,1.0
sputum pot berisi disinfektan,alat,1.0
sputum pot berisi disinfektan termometer,alat,1.0
steril,bahan,1.0
steril lainnya,bahan,1.0
sterilisator uap,alat,1.0
sterilisator udara panas,alat,1.0
stetoskop,alat,1.42
stetoskop,bahan,1.08
stetoskop (1 pcs),alat,1.0
stetoskop (2 pcs),alat,1.0
stetoskop (2 pcs),bahan,1.0
stetoskop (2),alat,1.0
stetoskop 1,alat,1.0
stetoskop 1pcs,alat,1.0
stetoskop 2,alat,1.0
stetoskop 3 pcs,alat,1.0
stetoskop(1),alat,1.0
streep gula darah,bahan,1.0
streep kolesterol,bahan,1.0
strep asam urat,bahan,1.0
suction,alat,1.0
suction (1 pcs),alat,1.0
suction (2 pcs),alat,1.0
suction bayi),alat,1.0
suction kateter,alat,1.0
suction lengkap suction cateter (1 pcs),alat,1.0
suposs (2,bahan,1.0
suposs (2 bh),bahan,1.0
tabda pengenal ibu bayi,alat,1.0
tabda pengenal ibu bayi,bahan,1.0
table top dan miniatur,alat,1.0
tabung oksigen,alat,1.5
tabung oksigen dengan flow meter,alat,1.0
tabung oksigen dengan flow meter humidivier,alat,1.0
tabung oksigen humidifier,alat,1.0
tabung urine,alat,1.0
tabung yg berisi heparin (kontainer) (3pcs),bahan,1.0
talang karet,bahan,1.0
tas siaga bencana,alat,1.0
tegaderm,bahan,1.0
telinga,bahan,1.0
tempat kain kotor,alat,1.0
tempat placenta,alat,1.0
tempat placenta (4 set),alat,2.0
tempat sampah,alat,1.33
tempat sampah basah dan kering,alat,1.0
tempat sampah basah dan kering (4 set),alat,1.0
tempat sampah infeksius,alat,1.0
tempat tidur,alat,1.0
tempat tidur dan skerem,alat,1.5
tempat tidur kursi roda timbangan,alat,1.0
tempat tidur meja,alat,1.58
tempat tidur meja kursisi,alat,1.0
tensi 3 buah,alat,1.0
tensi meter,alat,1.0
tensi meter,bahan,1.0
tensi meter dan stetoskop (1 pcs),alat,1.0
tensimeter,alat,1.0
tensimeter 1 pcs,alat,1.0
tensimeter Stetoskop Termometer,alat,1.0
tensimeter dan stetoskop 1 bh,alat,1.0
tensimeter manual,alat,1.0
tensocrepe/verban elastis 5 bh,bahan,1.67
tergantung luka),bahan,1.0
termometer,alat,1.2
termometer,bahan,1.0
termometer ( 4 pcs),alat,1.33
termometer (2 pcs),alat,1.0
termometer (2pcs),alat,1.0
termometer (4pcs),alat,1.0
termometer (raksa dan digital),alat,2.0
termometer 1 bh,alat,1.0
termometer 4,alat,1.0
termometer hidup,alat,2.0
termometer hidup,bahan,1.0
termometer raksa(2pcs) dan termometer digital,alat,1.0
termometer suhu bengkok,alat,2.0
termometer tensimeter stetoskop,alat,1.0
termometer),alat,1.0
tetiskop,alat,1.0
thermometer,alat,1.0
tiang intravena,alat,1.0
timabangan,alat,1.0
timbangan,alat,1.17
timbangan (1 pcs),alat,1.0
timbangan balita stadiometer infantometer pita Lila/LK,alat,1.0
timbangan bayi,alat,1.0
timbangan bayi,bahan,1.0
timbangan bayi pengukur panjang bayi pita pengukur pengukur LILA termometer,alat,1.0
timbangan bb,alat,1.0
timbangan berat badan (1),alat,1.0
timbangan pengukur tinggi badan,alat,1.0
timbangan tensimeter,alat,1.0
tissu,bahan,1.0
tissue,alat,1.57
tissue,bahan,2.0
tissue dalam tempatnya,alat,1.0
tissue dalam tempatnya,bahan,1.0
tissue handbody lotion Tensokrep 6 bh Plester hypavix,bahan,1.0
tissue handuk masker,bahan,1.0
tissue toilet,alat,1.0
tisu,alat,3.0
tisu,bahan,1.11
tisu bersih,bahan,1.0
tisu dalam tempatnya,alat,1.17
tisue,bahan,1.0
tmpt cuci tangan,alat,1.0
tong spatel,alat,1.0
tong spatel stetoskop bengkok,alat,1.0
tong spatel/ guidel,alat,1.2
tongkat,alat,1.0
tongsoatel 1pcs,alat,1.0
tongspatel,alat,1.0
tongue spatel,alat,1.0
tongue spatel 1 bh,alat,1.0
tongue spatel 2 bh,alat,1.0
topi / nurse cap,alat,1.0
topi / nurse cap) (4 set),alat,1.0
torniket,alat,1.0
torniket 4,alat,1.0
torniquet,alat,1.0
tounge spatel,alat,1.0
tourniquet,alat,1.0
tourniquet (1 pcs),alat,1.0
tourniquet (2pcs),alat,1.0
trakeostomi (2pcs),alat,1.0
traksi kulit dan skletal,alat,1.0
tripod (1) kruk(1) walker(1) kursi roda(1),alat,1.0
tripod (1) kruk(1) walker(1) kursi roda(1),bahan,1.0
tripot,alat,1.0
tripot dan kursi roda,alat,1.2
tripot dan kursi roda Bak instrumen berisi Pinset anatomis 2,alat,1.25
tromol kecil,alat,1.0
turniket,alat,1.0
umbilikal klem,alat,1.0
umbilikal klem (4 set),alat,2.0
underpad,alat,1.0
underpad,bahan,1.0
untuk bayi) Sarung tangan steril,alat,1.0
untuk edukasi pasien),alat,1.0
untuk stabilisasi),bahan,1.0
urinal,alat,1.0
urine bag,alat,1.0
urine bag 2,alat,1.0
urine bag penggantung,alat,1.0
vaksin HB 1,alat,1.25
vaksin atau Vaccine carrier,bahan,1.0
vaksin bcg 1pcs spuitt 1cc 8pcs spuit 5cc 8pcs VAKSIN DPT 1 pcs PINSET 4 pcs,alat,1.0
vaksin bcg dan polio,bahan,1.0
walker,alat,1.0
wallker,alat,1.0
walslap,alat,1.0
walslap,bahan,1.0
washlab perlak handuk celemek bedak,alat,1.0
washlap,alat,1.0
washlap,bahan,1.0
washlap (2 pcs),alat,1.0
washlap 2 buah,alat,2.0
waskom,alat,1.0
waskom (2 bh),alat,1.0
waskom (2pcs),alat,2.0
waslab,alat,1.0
waslap,alat,1.4
waslap (2 bh),alat,1.0
waslap (2pcs),alat,2.0
waslap handuk,alat,1.0
waslap handuk dan sabun mandi,alat,1.0
waslap handuk dan sabun mandi,bahan,1.0
wasleb (2 pcs),alat,1.0
wasom (2 pcs),alat,1.5
wol merah mainan,alat,1.0
zat pembersih untuk perawatan pin,alat,1.0
zat pembersih untuk perawatan pin,bahan,1.0
zat pembersih untuk perawatan pin (1pcs),bahan,1.0
